,rating,title,text,average_rating,rating_number,year,month,day,hour
4061,3,Wish i could return,Way too thin for anyone with normal to thick hair.,3.2,6,2018,8,23,19
4062,3,Very small and only a few uses,Pretty colors but needed alot of coats and there was not many uses in the bottles. Good for one or two manicures per bottle.,3.5,10,2022,1,23,2
4063,3,The directions on jar state do not use on skin or near eyes,"The directions are misleading, if this is a cream why do the directions on the jar indicate it should not be used on the skin?  A solvent is usually toxic, right?  Why would the FDA approve the cream?  Thank you for your response.",4.2,2255,2020,12,6,1
4064,3,Used once.,Worked fine until I put a drill bit in there and now it is stuck.,4.2,2028,2018,7,27,11
4065,3,Handle with care,"Just getting started with this shaver. So far, I prefer my vintage double edge safety razor. Regular double edge blades have more edge area and are easier to change than the Tweezerman. As other reviewers have said, be very careful when using this little dude.",3.9,98,2016,8,2,2
4066,3,Poor quality,"No matter what I did while putting this dip powder on my nails, it turned out runny, clumpy, and had a rough finish. It never once turned out like other powders have in my experience. I'm glad I only bought one so I can call it a loss and move on to other brands.",4.1,4,2022,5,20,14
4067,3,Kind of small ??,It was ok - very tiny product .,3.1,48,2022,2,6,23
4068,3,Three Stars,"Bought it more for compact size, but it is bulky.",2.8,8,2016,9,28,3
4069,3,Wouldn’t buy again :(,"Not great quality, but I guess you get what you pay for!",4.6,1654,2020,1,21,4
4070,3,Looks better in the picture kind a cheapie,Looks better in the picture kind a cheapie,3.8,18,2018,12,8,22
4071,3,Not Great for Thick/Wavy Hair. Pretty & OK for Touch-Ups,"My whole life I've needed to use a hair straightener. I have very thick strands of hair and a lot of it. Plus, my hair is poofy crazy curly. My hair used to be down to my butt, however, this past year I had to cut it all off due to getting a horrid matted mess. (If you don't know what it means to have matted hair - your lucky). It was a whole bunch of tears, pain, tantrums, home remedies, a ton of hair salon visits and a ton of money spent until realizing that I was s*** outta luck and had to cry as they cut my hair to only an inch in the back, but luckily had enough hair left / saved on top and on sides for shoulder length hair. So now more than ever, having short hair that's very thick and curly, I'm always looking for amazing hair straighteners and products in general.<br /><br />I have wanted one of these heat and style brushes and finally decided to test this one out. I loved the color of this heat brush and it looked like a nice, high quality hair straightening brush in the images.<br /><br />This brush has less options then I thought it would. I cannot control the temperature and I would like for it to get a little bit hotter. Since I have curly, wavy hair this doesn't heat up enough to get it straight. Or maybe it's not doing a great job because it doesn't have two ""plates"" like regular straighteners. If I straighten my hair with a flat iron, this is a great touch up tool for the days following the flat iron before I wash my hair again. SO - It does work, but it is NOT a miracle product. This hair straightening brush (& all brush type of straighteners) MIGHT work better / work faster / have better results if you have thin hair? Just a assumption.<br /><br />One difference I noticed was the way my hair felt after styling with the Envy brush. When I use my flat iron, my hair is...flat. The flat iron leaves my hair very smooth but it doesn't seem to have much texture or body left after straightening. When I used the Envy brush, my hair was straight, but still had plenty of volume. I'm really happy I bought the Envy styling brush. I really like the volume my hair has after using this brush.<br /><br />I had to completely comb through my hair to smooth it out before using this brush (obviously). I started out by just running the Envy brush through my hair. Once I was done brushing my hair, I sectioned off my hair for the best results. I sectioned off the top 2/3 of my hair, twisted and secured it to the top of my head. As always, I focused on the underside first. When I finished the under layer, I moved on to the middle section, and then the top. The whole process took me about 20minutes. Pretty close to the same amount of time that it takes me to use my regular flat iron.<br /><br />An ion is as an atom in which the number of electrons and protons are not the same. When a hair tool has ionic in its name, it means that it can generate negative ions. Hair has high water content, making it positively charged. When negative ions come in contact with hair, the positive charge is neutralized. This leaves your hair straight, sleek, shiny and smooth.<br /><br />Here is one crucial thing to keep in mind – not all flat irons are pure ceramic, many of them are aluminum. They are just coated with ceramic on the top. Such models are less expensive, but you need to be extra careful when using them. This coating can chip or peel, revealing less quality metal below. These peeled areas can snag your hair! So always try to find out if an iron is coated or not.<br />You can even find costly professional models that are not 100% ceramic. Solid or pure ceramic are words that you are looking for.<br /><br />I'm not sure if this brush is ceramic, titanium or what..?!?<br /><br />Titanium vs. Ceramic<br />In this battle, it is obvious that titanium is a winner. But does this mean that you should use only this type of iron? No. Many experts say that consumers should use ceramic for one obvious reason. Since titanium can get very hot and transfers heat better, it’s very easy to damage your hair if you are not careful. Also, this high heat is only advantageous for women with thick, coarse and stubborn hair. If your have thin or fragile hair, there is no need for high temperatures. In the end, it is up to you to find out what will work best for your hair. Now you have all the facts to make the right decision. If you are still indecisive, there is a simple solution! Get a flat iron that combines ceramic and titanium, such as Croc 2 Infrared mentioned above. This way you get ceramic’s safety and protection and titanium’s speed and efficiency.<br /><br />I received this product at a discount or free in exchange for an honest review. I strongly depend on product reviews when making purchases so it's very important for me to leave an honest review. I do NOT review products just because they are free or discounted. That said, I only accept promotional items that I would actually purchase for myself and my family. The discount in no way affects my opinion, rating, or review of a product in question.<br />  I have read the reviews and information about the product myself prior to ordering so I am usually confident I will like the product – thus the reason many of my reviews are positive. However, I have and will continue to leave appropriate negative reviews for products that are not good quality products.<br />  Please note I have no relationship with this seller and I’m not compensated in any way for my review.",3.2,11,2016,5,19,18
4072,3,Love the scents and it worked well until....,I purchased both the deodorant and the cream/lotion and used both religiously for underarm odor and to control body odors. Then I started to get the most annoying itchy skin in my armpits. After a process of elimination I realized it was the deodorant causing the excessive itch. I discontinued using it and after a short period the itchiness went away. Will not buy this again!,4.2,1682,2022,8,11,14
4073,3,Alright,"The color is amazing, I like the style of the wig, I just didn't like how the style looks on me, but it is very cute and I think that for the price it's worth it.",3.5,88,2021,11,10,7
4074,3,The picture is deceiving,There was not much hair in the packs and the color was not the same as the picture describes; it is more blue than the green in the pictures. Still a pretty color nonetheless.,3.0,1,2018,7,28,15
4075,3,The lids wont stay on,Not to bad for price but the lids wont stay on and the tips where broke,3.4,1259,2020,1,15,14
4076,3,Three Stars,It stinks,4.0,39,2017,3,10,4
4077,3,Not leak proof,Not all the way leak proof but cute idea and fits great in purse,4.0,183,2021,3,31,15
4078,3,Muy pequeño,Poco producto y muy transparente,3.9,1043,2022,9,2,1
4079,3,Didn’t work for me,This is good but it didn’t keep my nails from peeling. I prefer Sally Hansen’s Thicken Up!<br />It did leave a nice shine on my nails.,4.2,3892,2019,10,4,18
4080,3,Ok,The brush was bent.  Color is different  then what shows up on my screen.  Took a long time to ship,3.6,20,2019,4,28,8
4081,3,Didn't need this but I loved how a Mexican Botanicals version made me feel,"Didn't need this but I loved how a Mexican Botanicals version made me feel ! For those who need to attract men , be attractive within there are no love potions lol. But this will Heighten your senses and Awareness to make you feel more Social and dynamic! Guys I didn't pick up 1 using it 4 a week b4 it was stolen, so Ima try the blue 1 cause I'm curious.",3.3,101,2016,12,19,17
4082,3,nice but doesn't do what i intended,"although this product looks very nice it does'nt do what i hoped it would do for me. advertised to help arthritis, it seems to do nothing of the sort. too bad that i intend to believe anything. if you just like the looks, it is very nice.",3.9,243,2010,9,27,15
4083,3,Three Stars,Doesn't work for me and it gives me a rash if I wear it too long.,4.0,217,2017,4,7,15
4084,3,NOT impressed. Oxidized quick. NOT waterproof,"It does takes awhile (26 days) to arrive but that is expected. I bought this because I'm going to Cancun in two weeks and I really want to find a good waterproof foundation. The reason why I chose Cezanne was because I've always a fan of Japaneses products and this one has spf and fragrance free. I waited for it patiently. But after trying this product on for couple days, the result it: I was NOT impressed.<br /><br />First of all, Color: I'm Asian so I bought #20 which is like a beige nude color. It turns out too yellow and oxidized quick so my face would looks so dark after like 30mins.<br /><br />Secondly: Coverage: The texture of this foundation is so liquidy, so coverage would be sheer, maybe medium if you layer them. It DOES NOT last throughout the day. It will became like patches and your face looks awful.<br /><br />Third: it claims &#34;waterproof&#34;. NO IT'S NOT. It transfers to anything you touch, your hand, your clothes anything and does NOT resist the water.<br /><br />I'm returning the product.",4.0,56,2017,2,1,2
4085,3,Poor quality hair,This wig is okay. Fun for dress up but the hair quality looks cheap. It fits okay but again looks like it starts to frizz at times. The color is a soft pink. Definitely won’t be wearing out. More for a fun dress up party.,4.1,30,2021,1,22,0
4086,3,Drying Power is poor,Drying Power is poor,4.2,591,2021,9,3,20
4087,3,Three Stars,stretches out to much when you try to use it.,3.6,70,2016,4,24,13
4088,3,Every bar smells almost the same. It has mediocre moisturizing results.,"I ordered several different types of bars, and they all had a similar subtle soap smell. None were particularly moisturizing or particularly drying. For the price, I wasn't content with a mediocre bar of soap, hence the tepid review. I don't suggest investing in this brand.",3.8,14,2022,3,2,18
4089,3,"Length is not uniform, very thin on bottoms.","I bought these I-tip hair extensions to replace some thinning patches I have on my head. I have had hair extensions professionally put in from my hairdresser in the past and she suggested I stick with the I-tip, primarily for the ease of use and convenience. I was hoping it would save some time and money being able to add some volume to my thinning spots. I received them promptly and they looked and felt soft and silky. The ends were quite thin and wispy. I ordered the 18” and felt like I only got about 14” of quality hair. The color selection are very good and accurate. I was able to match it perfectly with my own hair color. I also liked the fact you can color you hair with them in.<br />  With these extensions you have the option of glueing them in or using the beads to clamp them in. I chose the beads. One of the first things I noticed was how thick the tip of the hair piece was with glue. Being that I have thinning hair you can see the bead and tip at times. Note.. If you blow dry your hair with the heat setting too high the pre-glued tips start to melt and get gooey.. even with the beads on. . After I applied some extensions in my hair I was excited I had hair that looked balanced and my thinning spots ( on sides of my head) looked fuller. It was great until I washed my hair. I followed the directions and was very careful combing them out. They started to frizz up and shed a little after my second wash. I was somewhat disappointed at that point. I hadn’t had that happen before. I could have made a little birds nest after a month. I did get my grow out (roots) colored and the color looked great on the extensions. I wish the hair pieces were a little fuller and the advertised length was really the true length. The issues I experienced is not with the seller but the manufacturer for not disclosing the fact it is synthetic hair. The price I paid is much less than others I noticed. You get what you pay for is my opinion.",3.8,11,2020,2,9,0
4090,3,Way too small for me to use so I passed ...,Way too small for me to use so I passed to my sister for an outfit she is working on,4.8,27,2018,3,22,22
4091,3,Tangled,After a few days it starts to tangle easily,3.4,10,2018,12,16,12
4092,3,too clumpy,"Beautiful color, but applies with small narrow brush and polish is somewhat clumpy and hard to distribute. I applied with great care, 2 coats and a top coat that seemed to give a nice sheen, still had a chip next day!!!! Not thinking I would buy this again. Too bad, as color is great, but many Neons out there to try",4.2,76,2017,9,24,13
4093,3,Not really impressed with this item,Plastic was hard and somewhat uncomfortable. Glad that for the most part the mask mandate has been lifted.,3.7,238,2021,5,31,20
4094,3,Cute colors bad polish,Polish goes on great but peels off and doesn’t stay down,4.3,1023,2021,3,27,21
4095,3,Three Stars,Light is not very bright.,3.6,96,2016,5,31,15
4096,3,Not purple when you apply it,"I'm disappointed, when I apply the mascara to my lashes they don't look purple at all, it looks more like black.  I'm going to keep it because it works like black mascara",3.7,386,2020,9,26,10
4097,3,Stinks,"I dont like it, But it does work.",3.9,12,2020,5,19,22
4098,3,Runs big,Runs big for my head.... it slid down over the night and isn’t really comfortable around the elastic part as it’s thick elastic,4.0,82,2019,3,2,18
4099,3,Poorly Secured But Cute.,"I am not super stressed about how they are not very secure. I was thinking of taking a clear thread to make it more secure. I know it will only be worn 1 day while we are there, so I was not wanting to spend a ton. But really it is really cute.",4.2,84,2020,4,20,20
4100,3,Product came open,Everything was ok nothing missing but product came open.,4.4,2650,2022,10,27,18
4101,3,Even though the product wasn't what I wanted the customer service was great!,The ears do not have that swoop that the picture has. That is why I chose to buy this one.  Even though the product wasn't what I wanted the customer service was great!,3.8,120,2016,10,14,2
4102,3,Perfect after cutting,great but the color is not brown it is red brown .Should have checked this sooner.,2.8,34,2018,4,6,21
4103,3,Nice but dribbles,"Super pretty and I like the idea of it being glass, however, it dribbles a bit straight down when it sprays.",4.1,54,2020,8,24,23
4104,3,Burnt hands!!! but great product,"It’s a great product, but packaging was ripped up and chemical leaked all over the containers burning hands upon unwrapping. Once again great product just poor handling packaging and transport",4.5,905,2019,10,11,21
4105,3,Makes me feel like I'm choking,"I won't give it lower than a 3 since I can't say whether it works or not, it's too uncomfortable to be able to wear long enough to say<br />whether it works or not. Makes me feel like I'm choking.",2.7,13,2016,10,2,21
4106,3,"Okay, but not the greatest quality.","Works okay, but not the greatest quality.",4.5,199,2019,1,29,23
4107,3,Sonia Kashuk brushes set,"I do love the way these brushes sit and look. But if we’re being honest I loved them But now after receiving the bristles hurt they aren’t as soft as I thought so I’ll give 3 stars it I thought ALL Sonia kashuk brushes were the same as the ones sold in target but nooo lol so other then the feeling of the brush, these perform extremely well 💖👍🏼 Worth the price Great starter brushes 🙂",4.2,175,2020,3,18,13
4108,3,Neat colors,I think this is neat but it doesn't glow like the picture shows. And the cat dye affect isn't fly that understandable.... do I touch the nail polish while I'd wet?,4.0,666,2021,4,17,3
4109,3,It's drugstore quality,"I initially purchased this after using it at my girlfriend's place to blend my natural lashes with fake lashes I had on and liked the feel if the wand and how it didn't make my fake lashes clumpy. However, I just tried it on my own lashes and personally don't like it as much as IT Hello Mascara but I don't have thick lashes so perhaps this product would work better for someone else. I made a video after I applied it to one eye and hope it's helpful to anyone debating. I did not receive this product for free nor am I getting paid for this review. I don't even usually post videos but felt strongly that a video is more helpful than photos when purchasing mascara. The product claims it contains Vitamin B and Collagen so I really wanted to love this. My girlfriend said she purchased a product she saw on IG that was so expensive and this one produced the same results on her. She loves by this mascara! So it depends on each person's personal experience. But I will keep with my usual mascara.",4.4,1079,2021,3,12,16
4110,3,Not great quality,Pretty cheap,4.0,1326,2020,2,23,16
4111,3,Read the ingredients and directions - complete contradictions?,The 8th ingredient is Methylparaben but at the end of the ingredient list it says it's without parabens. Huh? Then propylene glycol is listed twice. Then the directions say wear gloves and don't let it come in contact with skin. Huh? I do think the product seems to work well but the ingredient list is suspect and the directions concerning.,4.2,488,2022,7,24,14
4112,3,Three Stars,One of them came broken but it's a cute pin.,4.2,295,2018,3,14,22
4113,3,Flat iron with steam,I don't feel like the flatner does any better than my previous one without steam.,3.7,322,2021,4,8,22
4114,3,cute but loose,"Soft fabric, cute pattern, but the fit is quite big.  I think I have a normal size head.  The plan was to use these as a hair band or wear while removing make-up.  They are very loose for this purpose.  Not worth returning unfortunately.",3.6,66,2014,3,19,1
4115,3,Three Stars,The bristles are a bit thin and separated awkwardly in the middle.,3.8,222,2016,12,23,21
4116,3,And Okay purchase it works for now,It's a little frizzy and sheds that pretty haven't watched it yet applied it to a cap that will be washing it later before I wear it then we will see,3.8,12,2019,1,20,7
4117,3,Three Stars,Didn't work well on my dogs wiry hair.,3.4,197,2017,1,15,1
4118,3,Too Watery,I put this in my soap pump and this product comes out like the consistency of water.  Back to liquid Soft Soap which is very moisturizing and it has a much thicker consistency and much cheaper.,4.3,15,2022,7,2,2
4119,3,Broken,Love the colors but very cheaply made. One set has already broke.,4.0,1326,2020,1,3,18
4120,3,Gets HOT quickly!,"Although this product is fairly good, the replaceable buffers get worn out easily and the product itself gets very hot after about 10 minutes use.",3.7,2425,2017,7,10,19
4121,3,Super cute,The b headbands are super cure..but a bit dressy for everyday wear,4.5,253,2021,3,11,17
4122,3,Not a good practice hand,Not good for practice as once I removed the nails the rubber was badly damaged. I would only use this as a display of my work but not for practice.,4.1,565,2019,9,7,14
4123,3,Vonpri Silicone Squeeze Bottles,"Many people have made comments about issues with putting certain liquids/gels in the bottles.  An insert (photos attached) came with the bottles and Item 2 under Tips states<br />  ""Traveling bottles are not suitable for Hair Serums, Alcohols, Salicylic Acid, Hydrogen Peroxide, and<br />  Caustic, Corrosive or Flammable products.""<br />Many hair and facial products contain alcohol and such products should not be stored in these bottles according to the insert. I did not see this in the original posting prior to my purchase. I imagine the same was true for those people with complaints. This information should be part of the item description.  I hope this information helps other people in making a decision to purchase or not.<br /><br />I purchased these in Aug 2021. I have given them only 3 stars because I have not yet used them. I plan to update this review after a few uses. However, I wanted to quickly provide photos of the insert that came with the bottles.",4.4,1734,2021,8,28,17
4124,3,Only ok for small brushes,"This product worked fine for small eye shadow type brushes, got them mostly clean and mostly dried. However, no matter how many times and ways I attempted to clean my foundation and powder brushes it never truly got clean. I got frustrated and attempted to clean my liquid foundation brushes the way I used to and got so much more out of it than this product did. Most of the collars were very difficult to get my bigger brushes on to, and one came defected and unusable.",3.7,35,2019,1,10,13
4125,3,Three Stars,Ok but too ruff for me.,4.0,78,2017,6,18,8
4126,3,Not The Worst...Not The Best,"These are okay. They are definitely not heavy duty enough if you wear a lot of makeup. I occasionally throw on a little concealer or foundation before remote meetings on ZOOM, so these wipes work for me. However it still takes me about 4 wipes to get that small amount of makeup off.<br /><br />I don't mind the scent, but I don't love it either.<br />Overall, I wouldn't brag about these wipes or go out of my way to recommend them, they're just okay.",3.3,71,2020,11,4,2
4127,3,They’re Alright,"For 8$ and several pairs of lashes, it’s a good value. However, I’m new at using lashes and wanted something that’s a bit easier to apply, they also didn’t flatter my eye shape but that’s on me.I found the band a little harder to work with than other lashes I’ve used. I’ve used DYSILK lashes before and for the value they’re easier to use and more flattering.",4.3,1402,2019,10,22,21
4128,3,This style not recommended.,"Being a nurse, I wear headbands with buttons frequently! I wanted to try these because they gave me different color options.  They are made differently than all my previous headbands. These actually have elastic underneath with fabric bunched around it... well, terrible idea for me! I only had it on a couple hours and I started getting a busting headache! I had to take it off and within a half hour, my headache subsided so I know it was this headband. I had to switch back to my other ones.",4.2,107,2021,4,30,18
4129,3,Brush,"After only a few uses, one of the bristles bent and the push-up plate would not go back down.",4.5,109,2022,8,5,2
4130,3,A different kind of exfollieant cloth,"It's too large for a washcloth, and has no absorbent qualities to use as a towel.  I'm trying to cut the cloth to size, and that will hopefully work better.",4.7,9101,2014,2,7,15
4131,3,"Ok, but there are better out there.","Read a lot of ‘great’ reviews on these & decided to buy. But I wasn’t impressed, I hate the thick banded eyelashes.  I’ve been shopping around for some great eyelashes and these aren’t it.  If you want some great wispies check out Eyelure brand.",4.2,141,2019,5,7,2
4132,3,Didn't work out good for me.,"Not good for sensitive skin (it may burn you), be careful!!!<br />My skin is sensitive and it just didnt work out for me.<br />But the seller was super great and I am happy with the way they treated me when I had concerns so that's good. Very nice people thanks",1.4,38,2022,7,25,10
4133,3,Three Stars,They get stretched out too fast. A week or two and they’re loose on your head,3.6,20,2017,10,3,21
4134,3,Hair is mice,The clear band was broken. I couldn’t wear it. The piece seems nice and thick. I’m going to try and repair it.,3.0,1,2020,1,3,19
4135,3,I really like the colors of the contour,"I really like the colors of the contour, but one of the colors did come broken. I was able to repair it by mixing it with rubbing alcohol then pressing it back into the case.",3.6,216,2018,3,15,16
4136,3,Beautiful but not durable,Perfect for prom night. Pretty and easy to use. Unfortunately one fell apart before we used them and a few others as we were removing them. I will not have enough to use next year.,4.2,581,2022,6,24,13
4137,3,Three Stars,Worked ok but I was not impressed,4.5,2281,2016,1,15,15
4138,3,"ok, nathing special.","ok,nathing special.",3.6,255,2014,12,25,19
4139,3,"Some spots easy, other spots more difficult","It's very hard to peel it off the face. Some spots easy, other spots more difficult.  I've tried to put on thicker, but it takes soooo long to dry. I'm going to keep trying until it's all gone. :/",3.8,149,2017,9,21,19
4140,3,They hurt sensitive gums,Very hard bristles,4.3,105,2020,5,4,11
4141,3,.,"Overall good , just sheds alot",4.5,7012,2020,12,14,14
4142,3,Not as effective as expected,"Effect is very short lived, feet feel rough after only 1 or 2 days",3.7,54,2023,4,8,15
4143,3,Fits well,Good quality wish they had mixed colors or highlights would be good,3.0,1,2022,12,9,6
4144,3,Not what I expected.,Picture looked purple.  Received a more royal blue looking color.  Needs more than 2 coats to get solid color effect.,3.2,10,2021,9,22,1
4145,3,Sturdy.  Affordable.,It would be nice if it came with a diagram of the pieces. There was one particular piece that I wasn't sure what it was for. Other pieces worked great.,4.4,114,2020,4,29,23
4146,3,does the job well,"Hard to clean, battery does not  last very long, But it does do a good job on scalp.",4.0,39,2021,11,10,16
4147,3,Watery,It is verrrryyyy thin. It is easy to flood your cuticles if you’re not careful. Also i feel like the top coat could be shinier and thicker.,4.7,4517,2019,12,1,23
4148,3,Overrated,The hair feels soft but it doesnt look how i expected it to look. Inches also seem shorter. I have not yet installed so i will repost after installment.<br />Installed hair but not pls. Hair doesnt giv the deep waves. It also doesnt keep curls,4.0,89,2018,10,13,0
4149,3,Too small for fingers,The scissors are so small they hurt my fingers halfway through a haircut. If you have arthritis in your hands this is a No-go!,4.4,265,2020,9,1,13
4150,3,"Its okay, it just depends on your skin.",This is an okay body exfoliator. There's not much of a scent to it and it does exfoliate my skin nicely but I wont really use it. I felt like I just dumped a bunch of oil onto my skin. I gave this to my boyfriend since i didn't really like it but he loves it. He says he uses it for his face and beard. Says it makes his face feel soft and cleaner than just face wash. So it really depends on your skin.,4.2,1613,2020,7,9,17
4151,3,Ok but not ok.,Is a lighter brown than I needed.,1.5,3,2016,10,26,19
4152,3,Ok,"Love them, but they only lasted for a year",4.0,582,2018,5,17,6
4153,3,Not easy to use,Not easy to use.,3.3,17,2021,10,17,14
4154,3,Three Stars,so so quality,4.0,2,2018,4,26,16
4155,3,Melted away too  fast in shower sadly,Smells great amazing latter but unfortunately it didn’t last more than 4-5 days so literally 10 showers got soft and melted away. Would buy again only because it smells amazing and skin felt great,4.5,5,2020,11,17,8
4156,3,Good but just use coconut oil,"Glad I tried it, but think I'll just use coconut oil",4.5,98,2017,1,23,1
4157,3,Three Stars,"not a strong enough smell, pleasant smell. only lasts an hour.",3.9,67,2016,3,17,15
4158,3,Not recommended for polygel unless you have patience,Takes a really long time to dry Polygel using dual forms. I had to do 3-4 90 second intervals and make sure you flip your hand over to cute as well because if not it will be sticky and cause it to set lumpy. I recommend a 48w uv led lamp if you don’t want to be curing your nails for so long. It cures gel polish with one 90second timer so that’s a plus just takes longer to cure the gel.,4.6,1176,2020,4,22,14
4159,3,Three Stars,"Good product, but the packing is not so good.",4.6,12,2017,9,29,6
4160,3,Not great for long thick hair,I initially purchased this because it was silicone and because it is collapsible. It’s lightweight and it doesn’t take up a lot of room like some other diffusers do. The only thing I don’t like is that it collapses when I’m using it on myself. So I constantly have to pop it back open. I have long thick wavy hair so maybe if your hair is on the less dense side it won’t happen but it happens every time I use it and it’s pretty annoying.,4.1,5312,2021,10,17,18
4161,3,Toddler size,Too small for my peanut head but came looking just as picture. Will fit a toddle head just perfect,4.0,13,2021,7,3,19
4162,3,Lot of hit and miss.,"[[VIDEOID:e6424147f4b4136bd53f39eb82f6fc17]] Pros:<br />Decent construction.<br />Cleans itself of fur pretty darn fast/easy.<br />Cover for the bristles is nice.<br />Removes some shed and combs hair.<br /><br />Cons:<br />Packaging is cheap, half clamshell stapled to a cardboard backing.  This isn't a big deal but it did result in the packaging being fairly mangled (like it had been tossed around at a pet store for way too long) and would look embarrassing if you purchased it as a gift.  (This did not affect my score though, as it's just packaging)<br />So much retail space, probably 1/3 of which has no brush.<br />Bristles looked bent/misaligned right out of the package.  Again kind of feels like maybe it was used (it looks super clean, but between the bent bristles and the mangled/stapled packaging I gotta wonder)<br />Doesn't feel like it's REALLY effective at thinning out the shedding fur.  (it took quite a bit of brushing to get that wad in the video, and he's a 13-15lbs ginger-chonk.) With how hot it's been I was expecting a lot more shed out of him.  Maybe he cleans himself really well and I don't realize it.<br /><br />Verdict:<br />It's an adequate brush.  The solid brush cover is great and the ease at which it cleans itself with the pull of the trigger is amazing.  I do wish the brush head were a little smaller or there were more bristles covering all that brush head.  Just feels like a waste.  I'd also invest in better packaging and quality control (if that's really how the bristles come from the factory).<br /><br />If you need a brush this will suffice (at least for short haired cats, I cannot attest for dogs or long haired cats.)  Probably wouldn't be my first choice though.",4.4,137,2022,8,6,6
4163,3,Doesn’t stretch but good quality,It was not as long and stretchable as advertised,3.4,20,2020,9,25,2
4164,3,Three Stars,Good product for girlfriend.,4.3,15,2018,5,2,2
4165,3,Three Stars,Needed something with wider teeth to hold long hair.,4.3,23,2016,12,2,23
4166,3,needs more suction,I feel like the suction is not as strong as I would like.,3.8,2346,2021,10,6,16
4167,3,Shed's like crazy,"At first my husband said he liked it. As I was trying to comb it out, it was shedding extreme. It isn't very thick, so shedding like this, it won't last a week. The tag snagged on my come, I put it back on, but I sure hope I can get refunded. It was on my head for 20 minutes, total.",3.1,21,2020,5,8,19
4168,3,Soap not as pictured - oils good,"The roll on oils are good. The soap they send whatever - they sent a very dark purple/black soap that was lavender scent, which I would have never ordered if it was clear that is what they would be sending rather than what was pictured. I have purchased several items from them and have been happy with everything but the soap they sent on this order. Seller has offered to refund the soap portion of my order.",5.0,2,2019,4,2,0
4169,3,Worked really great at first But then seemed like it didn't get ...,Worked really great at first  But then seemed like it didn't get as hot doesn't work great on my hair,3.3,1037,2016,2,28,15
4170,3,Eh. Like 100 better see my review,Not as good as the 100 model.  On/off switch on brush handle gets stuck unless I put water switch on first.  May be defective.,4.5,2568,2020,11,21,17
4171,3,Three Stars,Return de product! Not delicated and big,4.6,5,2017,2,28,19
4172,3,WAY TOO HOT,"I really like this curling wand! It’s super cute and because my hair is short I needed that beach wave look and it’s perfect! The only thing is I accidentally burnt my neck and it has because a nasty burn, I’m pretty sure it’s going to scar. And that is no fault of my own, but I just think the curling wand gets WAT TOO HOT.",4.4,60,2018,10,5,5
4173,3,Crusty paint instead of woven pattern into material.,The pattern is painted on the fabric and has a crusty feel.<br />They do fit nicely over N95 and other masks to give the Covid-19 style some pizzazz.,4.2,265,2020,3,1,17
4174,3,Three Stars,It did nothave a very good fragrance of mango you almost couldn't smell anything at all,3.0,1,2016,12,14,3
4175,3,Three Stars,Good,3.6,1019,2017,3,2,16
4176,3,Love the smell of the product,"Love the smell of the product, however I have longer hair that’s just thinning and it makes my hair feel really dry.",3.9,61,2017,12,17,16
4177,3,Hard to Use....,"All parts and pieces were included and I rec'd day after ordering.  This is harder to use than I expected after watching a zillion YouTube videos and already using the cloth headband method.  It is not something one should expect to master after only one or two tries.<br /><br />I'm wondering what is up with 35% 5 Star reviews that when clicked says, ""No such reviews to show.""?<br /><br />Currently, using a cloth headband is working great for me, but I'm not ready to give up trying to use this just yet.",3.5,102,2022,4,24,2
4178,3,I prefer the powders that change with hot or cold.,Love the dip powders and especially the ones that change colors when hot or cold. This however didn't change colors even in the sun.,4.1,5,2020,1,15,14
4179,3,Ok but smells a bit odd,I usually like frankincense and myrrh but find this has an odd smell. Will use it for now but will choose another aroma.,4.5,86,2021,2,9,22
4180,3,Not very large cap,Not for people with thick hair or larger heads. Fit more like a ponytail once I stuffed my<br />Locs inside,4.3,19,2021,7,16,21
4181,3,Unhappy 😞,It’s smells weak ... and it feels very watery 😔😕☹️😒,4.7,641,2020,11,19,22
4182,3,Three Stars,bad smell when wick goes out,4.2,71,2015,1,3,17
4183,3,good for smooth surface,suction cup works really well if you have a perfectly smooth surface to apply it to.  If you don't there is no way to mount it to your ceramic tile.  I bought a 1/8&#34; thick 5&#34; plexiglass circle and this did the trick.,2.8,6,2013,7,29,21
4184,3,Would not reccomend,Does not work that well for teasing,4.5,246,2019,1,31,16
4185,3,no honraron el cupon redimido,"Después d hacer la orden con un cupón d redimir q aceptaron, el producto llegó con la factura sin el descuento. Me están cobrando todo. Eso molesta.",3.9,22,2014,11,10,18
4186,3,Works okay.  Sometimes need to apply 2-3 times to get all polish off.,Sometimes have to apply 2-3 times to completely remove polish.  But it’s better than soaking nails in acetone soaked cotton balls.,4.0,365,2021,7,23,19
4187,3,Priced to high.,Nice,4.3,167,2019,1,28,16
4188,3,Glasses,My glasses still fog up,3.6,4013,2020,10,14,13
4189,3,Really cute but…,These stickers are so adorable and I got so many compliments but unfortunately they are a bit too thick so the edges started to lift and the stickers fell off within days. I even had my professional nail tech apply them with a gel topcoat. So just a heads up.<br />Hopefully they make them a bit thinner soon.,3.8,77,2022,12,4,23
4190,3,okay..,"It's okay.. I like the concept, but the curls don't come out as great as I'd hoped. You have to let them sit longer after the beep and even then, they are droopy and somewhat flat. I find that purchasing a higher end curling iron in this style is worth it.",3.3,31,2017,5,15,10
4191,3,Bit more sturdier,Very pretty could be a bit sturdier other than that I love it . Pin go straight through,4.6,785,2019,11,28,8
