rating,review
2,"Doesn’t cover
Only covers hyperpigmentation when put on really thick. Never sets & smudges throughput day"
4,"May be too rough for sensitive black skin.
It’s kind of hard..I have sensitive skin and is prone to keloids. Especially in my bikini area- not sure if this caused more or not but it hurts to use in on that area. And I have developed more keloids. Food for thought."
4,"Great conditioning oil with okay scent
I tried this oil for my jaw rug and found it very moisturizing and conditioning. The scent was said to ve leather, suede, bourbon, vanilla and tobacco however I to me it smelled more tobacco-ish. The leather smell couple with the tobacco isn't very favored to my liking as there is little to no note of the vanilla as I prefer.<br /><br />I won't use this oil if in public as I'm not sure how others will enjoy."
3,"Be careful. This has aluminum zirconium which may affect your skin
Be careful. This has aluminum zirconium (the main ingredient for antiperspirant) which may affect some people's skin differently. Which happened to me. For 3 days my armpits were extremely itchy, red, and with small irritating bumps. I don't think this is the product's fault all honestly since the problem is my skin. SO BE CAREFUL."
3,"Coconut scented
The wonderfully scented “Ocean Potion”(orange creamsicle) sunscreen is very hard to find lately.  Searching for a alternative lotion this was recommended for having a superior odor. To us it smells like all the other coconut creams on the market"
3,"cool
a bit of a learning curve but it helps me maintain my body waves."
3,"A light touch is needed
The brown goes on really dark. But if you go gently you can achieve a subtle contour look. I guess people who go for an all out cakeface with heavy contour would use the brown at full pressure. It works."
5,"Best brush I’ve found for my thick hair
Love this brush! I use it wet or dry to detangle my thick hair. Other detangling brushes I’ve purchased take longer to use because the bristles bend too much, but this one is stiff enough to get the rats out without pulling too hard!"
3,"Soap not as pictured - oils good
The roll on oils are good. The soap they send whatever - they sent a very dark purple/black soap that was lavender scent, which I would have never ordered if it was clear that is what they would be sending rather than what was pictured. I have purchased several items from them and have been happy with everything but the soap they sent on this order. Seller has offered to refund the soap portion of my order."
2,"... is okay but I think a manual tweezer works better than the epilator
The razor part is okay but I think a manual tweezer works better than the epilator."
5,"Five Stars
Excellent product!! Highly recommend!!"
5,"Large and Easy to hold
Make up goes on oothly using these."
3,"Tiny
Made well, TINY in size. Wish there were bigger options."
4,"Four Stars
Very happy with this curling iron. Perfect size wand for med short hair!!"
3,".
Nesecitan mostrar más fotos acerca del mueble"
2,"Nice
Cheap,<br />Nice design"
2,"Meh.  Great idea. but more work for less results
This is a great idea , but it it is honestly more work (by a little) to assemble and find the right size piece and put together to spin in the bowl, then to just get out a brush scrub mat and some brush cleaner and scrub the brush on a mat.  And it really does not get all the makeup out of the brush just spinning in the bowl.  If it maybe had a scrub mat at the bottom of the bowl to spin on it might be more effective."
3,"Three Stars
They sweat and they also pop out sometimes when I bend over."
3,"Meh...
Doesn’t leave my hair crease free like other scrunchies.... it’s cute but I just wanted it to wear at night to keep my hair from getting creases, so not worth it to me."
2,"Smells nice but nope
Smells nice but doesn't make my 18 month old sleep better or longer.  I even used it for some time."
3,"but overall quality is good! Very cheap and affordable product
Bar was a little longer than I expected, but overall quality is good! Very cheap and affordable product!"
2,"Furry
I cannot use it because it feels like I am wearing false eyelashes. I have inset eyes and it just did not work."
1,"Wrong colors, not the same as the listing.
Super disappointed.  The colors last and are easy to use, but the colors I received are not as advertised.  I was looking forward to the light blue, and it wasn't included.  I got two greys, and the rest are purples that are different from the listing.  And I was so careful when I ordered, to be sure I clicked the right one :("
3,"Doesn’t Do Much For me
I typically wear a longer stubble and I’ve tried some different oils and conditioners over the years. I find this conditioner to be very clean and light. They call it an Oil Serum although I don’t find it the least bit oily. It says it has a “majestic” sent although I like that it is completely odorless and takes little effort to use and wear daily. It’s kind of an elegant feel for me to rub it on and brush it though. As far as the stimulating part and rapid hair growth, I’m not so sure about that. I don’t feel any cooling or tingling when I use it but its got some good ingredients and I’m okay with that. This is a pretty small 2 ounce bottle, if you have a longer beard you will go through it pretty fast. In my opinion, compared to other hair and beard conditioners, I would consider this to be overpriced for the small size. Other than feeling good when I put it on, it really doesn’t do much for me and I probably wouldn’t by it again."
3,"Not for me but might be good for others :)
The consistency of this is very fine and can make your skin sting if you use it to exfoliate after shaving. It didn’t last long either; I’d have to use a lot to exfoliate my entire body because it dissolves quickly. It does smell nice though."
2,"Rips easy
When I put them on, The ripped and they’re bad quality! They suck and the press on glue strips were terrible. DO NOT BUY!!"
4,"but nice to have all together
I wish the combo was cheaper, but nice to have all together."
4,"It’s not really designed to wear while being active for long periods
Great fun but daughter complained it dug into her while trick or treating . Perhaps tail should come with suspenders"
2,"Not sharp enough
The blades aren't sharp enough to do what it needs to. It catches my Powder Puff Chinese Crested's hair and pulls. The angle of the curve on the blades, the way it hooks in towards the handle, also makes it hard to get down close to the skin. The comb is nice, though."
4,"Four Stars
They seem a little cheap, but my 11 year old daughter loves them."
3,"Too small for gifting
When the package arrived I thought ohh no! I can’t give this as a gift!! They were small and all the same size n shape like commercial soaps - I returned them"
5,"Five Stars
Great price! Exactly what I was looking for and arrived immediately."
5,"Five Stars
Love it!"
2,"It's easy and gets the job done
I've had this a little over a month. Have used it a few times, itsgrwat for pedicures too!! However I'm very VERY disappointed cause it stopped working, outta nowhere, thats why I rated it only 2 stars....if it was still working it would've been 5 stars"
5,"Great
Great product , goes on smooth and you can’t even tell you have it on"
4,"I haven't seen a huge difference but I like the way it makes my skin feel after I ...
I haven't seen a huge difference but I like the way it makes my skin feel after I use it."
4,"Pretty good
They look pretty good to me , haven’t used them yet. Nothing was missing from the order , nothing was detached or damaged. So far I’m satisfied."
3,"50/50🥺
Not very sharp. They are more for 1 or 2 time use."
3,"A good buy
Alot of hair in this package, the color isn't as vibrant as the picture"
2,"bottle showed up with 4.5 oz not 6 oz
i like the pg its clean taste great in a vape but as others have stated my bottle showed up with far less than what i paid for no my bottle did not leak during shipping but was short 1.5oz of liquid"
3,"Ok I like this but have mixed emotions
Ok I like this but have mixed emotions, I tried on my hand first and it blended very well, but my face and hand are way different. It takes a lot of extra dabbing to get it to blend so I put my foundation on and if there is a spot I cant blend usually around my eyes ill blend that area with my sponge. So im still saving a lot more on my foundation, which I usually use way to much, but it does take a lot more work. with this I use a pump and a half and with my sponge alone about four pumps of foundation. Better than using finger by far as your hand have oils in them, but at the price its worth a try. Not the best thing ive ever bought not the worst."
3,"Just ok
Won't use most of them.  Pictures more not well defined"
5,"Five Stars
gentle brush cleaner"
3,"I use this only for travel to Europe, not my favorite
I bought this for travel. It works okay but is definitely not the best flat iron I've ever owned. I will only use it when I go to Europe."
3,"Just okay
It works... I could never do a winged eyeliner. This was super easy to do and it goes on smooth.<br /><br />However, in a few hours it disintegrates and it smudges so easily."
1,"Unscented is scented
I bought unscented it has a very disgusting smell. It’s crazy how it’s supposed to keep you from smelling bad but the product itself smells like straight up ass! The bad smell of the product does not go away once dried and I was way fresher before applying."
4,"good but not like flat iron
good value for money but doesn't work like a flat iron"
4,"Really fun but wish the colors weren't so muted so they ...
Really fun but wish the colors weren't so muted so they would stand out morel<br />. Difficult to see some pictures on stamps."
4,"Pretty but knots up in back easily
Love the color only thing is it knots up really bad in the back at the neck line my hair dresser said it’s the grade of the hair that it needs to be 9 or better . Also I needed a closure with it and they don’t have it available to match the color I ordered ."
1,"Stopped working and customer service doesn’t exist
Port where tooth tray plugs into device stopped plugging in securely and therefore device stopped working.  Number for customer service is a dead number, and cannot get a hold of company to discuss the issue and have faulty device exchanged."
3,"Well made but doesn't stay put
These are as described but they don't stay on my head in the right place. I have hats with the buttons and they work great to wear all day because they are secure on my head. Was hoping for a cuter and less cumbersome alternative. Not sure if it's my small head, fine hair or what but no complaints about the quality of the headband itself."
3,"Three Stars
not too much of an improvement but keep hoping"
2,"Beautiful color but not moisturizing enough
I love the color, but it just sat on my lips and dried my lips out bad. It did worked on some women but not me. Returned."
3,"doesn't hold hair
Very cute, but clip falls a lot and doesn't hold much hair. (And I have fine hair)"
1,"Fraudulent: Hair is not Human Hair Per Stylist!
After 5 days my hair stylist saw it again and said the hair isn’t human: it is shedding and tangled and looks horrific. Basically, I bought hair that was listed as human but totally is a fraud and not human hair. Viewing other reviews now and everyone is saying its synthetic. It is false advertisement to call it human hair. Amazon is allowing this seller to continue misleading customers."
2,"I tried this because it was cheaper than City Lash ...
I tried this because it was cheaper than City Lash, which is what I usually use. I didn't notice a difference in my eyelashes so I quit using it after 3-4 weeks. I went back to City Lash and as usual I noticed a different within a week."
4,"Four Stars
good quality its doesn't stay on too long though"
3,"It worked at first, not tecommend
Then it's pretty much useless, I even use it in the am after shower that's how bad it is, it tells you to use at night and dry. Plus I waited almost 3 weeks for a bottle the size of my hand"
2,"t like the quality
I did,t like the quality."
2,"AAA maybe!!!
I purchased the hair because of all the good reviews. You get alot of hair but this hair sheds alot, If that don't bother you then this hair is for you. I see others have had good luck with it I wasn't as fortunate.  My  beautician didn't like the closure it was of low quality. I needed some hair quick and it did serve my purpose for the most part which , however I will not purchase it again... Its more of a AAA than anything else Ive purchased hair for over 20 years and I know good quality hair and this falls short. I wish I had received the quality if hair others say is good."
4,"Good for price could be cheaper
Perfect match to my color hair on the ombré. I wished it was easier to use and small to fit my head  the width was almost too much but nice to have I ordered 22 in and it was very long"
3,"Missed the mark on scent by a mile.
Scent was not sandalwood. It was a hint of sandalwood and a lot of something else. Otherwise good product…nice texture, lots of lather, rinsed thoroughly."
3,"Great nails, wrong color!
The nails themselves are great, but I got the wrong color. I do happen to like the color, so I will still be wearing them, but buyer beware!"
5,"Be-Spotted - a beautiful Z Palette
I am addicted to Z Palettes! They make keeping up with my make-up collection so much easier since I can easily see what I have without going through numerous individual cases. I have 5 different colors/prints including this Be-Spotted choice but this is definitely one of my favorites!"
5,"Best yet!
Detangled my daughter’s 4b hair faster and easier than any product we’ve used, and we’ve tried quite a few! I definitely recommend trying it!"
1,"Burned like you vacationed in the fiery pits of....
Packaging was awful, sticker peeled up to reveal a language I have no idea what. The hair dye in both tubes where different colors even though it said grey hair dye. And oh holy mother of burn. My hair felt like it was on fire. Did not color or anything. So if you are ordering these for anything other then torturing..... Just Don't...."
3,"underpowered
The waterproofing is excellent. It cuts your beard and hair but it is way under powered and will actually bog down if you push it like a normal shaver. II have to run it over the same spot 4-5 times to get a decent shave. What you get in the ability to shave in the shower is a trade off in time and not being able to save any time. I gave it 3 stars because it could be 5 with just a little more power to actually save time."
4,"Fits great
These fit great.  But when you order the “black” just know you don’t get all black.  You get two black and two gray!"
2,"It concerns me that the glue smells exactly like super glue
It concerns me that the glue smells exactly like super glue. I still tried it and my eyes burned like hell even though the glue never touched my skin. The lashed are nice and the tools hold on to the lashes. I'll just have to buy some different glue."
2,"Not worth it.
Not fond of the scent and the size of the products is very tiny.  Not the best bang for your buck."
1,"Do not buy
It's a total rip off! It's 7 pieces of the thinnest hair. If it wasn't going to cost me I would return it. Do not buy a guarantee disappointment. This can't even add volume to your hair if that was what you were aspiring to accomplish. This product if bundled together couldn't make a good ponytail."
3,"Lightweight,translucent.
Nice color,it doesn’t go on really dark,it is a translucent balm."
5,"Good pillows
The picture shows them already inserted in my pillow covers. They need to fluffed out some but eventually came to life."
1,"Too soft
It sucks, don’t waste your money. Go with the Vikings Beard Kit."
2,"... got the ""Woody"" Talc-Free Body Powder and it worked like a charm and lasted about a year (even after ...
I got the &#34;Woody&#34; Talc-Free Body Powder and it worked like a charm and lasted about a year (even after daily use). When I ran out, I thought I'd experiment with one of their other Body Powders, thinking it would be similar. This one left gooey residue, didn't last as long, and didn't work as well. I'd get their Woody one again in a heartbeat but I'd skip this one."
1,"color not matching fabric
I would highly recommend that the buttons be the same color as the color of the hat its sewn on.  The standard brown color of the button stands out and does not match the fabric it's sewn on."
2,"great until you apply
smudges a lot . really love the smell and it last but difficult to not melt down your face as you wear it ."
2,"Disappointed
Lasted for about 2 uses not happy about it:("
1,"This doesn't suck!
This product does not work - It does nothing for blackhead removal<br /><br />DO NOT BUY !"
1,"Nothing like the product description!
I don't understand how it got over a thousand 5 star reviews. This tape doesn't stick to any cloth! It's no difference than any plain double-sided tape except for its outrageous price."
1,"Not worth it
When I got these I got 2 of the same color. Then there is also paint/color all over the bottles. Not worth the $$. Just go buy your single coors from the actual company and not some discounted place."
2,"for me it was a waste of
Does not work as well, for me it was a waste of money"
2,"Nada que ver no pinta para nada
Nada que ver no pinta para nada"
3,"Three Stars
This is a really great moisturizer!"
1,"Too small for even a 7 month old
It says these fit up to a 6 year old, they don’t even fit my 7 month olds normal size head."
3,"Could be a little sturdier
One broke as soon as I put it in my daughters hair"
3,"Good for This Price
Does not work the way we expected, but good for this price."
4,"Four Stars
Great product"
2,"Band is really loose
The band on these are so cheap they don’t hold your hair back at all.  The design is nice but the headband doesn’t feel at all secure on your head."
3,"Is this hair human hair
Is this 100% human hair?"
5,"Removes callus fast
Works very well"
4,"I would highly recommend this product
This is not an absolute must have, but it does cut a substantial amount of time from the task of cleaning brushes. I dab a bit of my Kirkland (Costco) brand Shampoo on the glove then swirl around my brushes. If you use your brushes daily, and wash your brushes weekly, I would highly recommend this product."
3,"Okay
I was disappointed in the amount you received for the price. The Incense smelled okay but pricey for quantity recieved especially for the shipping cost associated."
4,"It served it's purpose
Smell is not great but it does absorb very well, wether scientifically it's up to standard idk but I mostly use this under my makeup"
2,"Disappointed
Great value for the money.  but after my husband used it for about 3 or 4 days, it died. It would not work anymore. Had to send it back. Truly disappointed. However Amazon accepted the return, money was quickly credited to my account. Thanks Amazon for such fast service."
4,"Just like the samples I got from my dentist
These work well.  Just like the samples I got from my dentist.  Receiving them took a little longer than expected."
4,"Nice and Cheap
Nice but not as good quality as the original Spanish made Maja"
3,"Three Stars
Bought it more for compact size, but it is bulky."
3,"It's just ok
The toothbrush is great.  Our family has been using Sonicare for years.  The flosser is just okay.  It has a very small reservoir, which is annoying.  I am also not sure that it is a substitute for flossing.  I am not willing to give up my flossing in exchange for a puff of air.  I think a waterpik would be a better choice."
5,"Very good product
It’s very shiny and your nails get dry very fast."
5,"In love with these masks 🫶
Love these masks! 💕 It made my skin so silky and soft, also my skin got that healthy glow ✨. So now I’m using the mask when I go out on a date with my husband 🥰 Who started to pay a lot of compliment to my appearance 💃🏼👸🏼🎩"
4,"these pallettes are very nice and i love the cute designs pressed into the ...
these pallettes are very nice and i love the cute designs pressed into the powder. the product itself is nice, but the container it is feels sort of fragile and cheap and they come with sad little brushes, so dont count on using those."
2,"Two Stars
Very pretty but thin. Decent."
5,"Fantastic
I recently cut my hair short which made it a pain to use my  current flatiron. This can be used multiple ways and it takes about 3 mins to do my whole head. I loved it so much i bought another just in case lol.  Fantastic buy!"
1,"I didn't like it...
... and the alternative lotion (HQ170) is far more soothing on the skin providing an excellent shave with no facial discomfort.<br /><br />The Norelco shaver came with two samples of each cartridge and I only used one of the Gel cartridges... I really can't see a point in using it.<br /><br />I've ordered boxes of the lotion!"
2,"Extremely difficult to remove once put on the watch
Overall the band was very pretty and accentuated my silver Samsung Gear 2 watch. That being said, once the band is put on, it is nearly impossible to remove. While trying to remove it, I was concerned I was going to break my actual watch. Eventually I was able to remove both bands by pulling extremely hard and wiggling the piece that slides into place ever so slightly. I would NOT recommend this band unless you want it to be the last band you ever put on your watch."
5,"Five Stars
This stuff is awesome!"
3,"Three Stars
Ehhh"
2,"Too expensive
I love this body wash!!! It is my favorite but paying $20 for 2 is absolutely ridiculous!!! I won’t do it again! I’ll wait for Walmart to restock their shelves."
2,"Hit and miss
Doesn't work on eye waterline at all!! Lips friendly but not with gloss. It smears in and gives you a lipstick look which isn't bad if your going for that but messed up if you just want the lined look."
1,"Super small brushes
Very small brushes I would not recommend for dusting for acrylic nails."
4,"Good, but quick drying.
I love this acrylic powder! I love the colors! It's great acrylic and works very well and definitely would recommend for people who have handled acrylic before. i wouldn't recommend this for people who haven't worked with acrylic before as it dries faster then some acrylic and could be difficult for beginners. Above all love this product and definitely would buy again!"
4,"Four Stars
Good product"
3,"Just ok
13.00 for one bar of soap is too much money, I WAS AFRAID TO USE IT FOR  THE COST! I WOULD NOT BUY THIS AGAIN."
1,"Cheap product
Broke within second day. The replacement also broke."
1,"Way to big
The headband is way to big"
2,"Eyebrow brush off of the stick....
The Packaging was cute. However, the eyebrow brush was off of the stick when received. Could't put it back on because it didn't fit unless glueing it on. It's not worth it if buying the listing price without promotion code."
1,"Draw string came off
The draw string came off not soon after"
2,"Two Stars
Just a cheap ass case!!!!"
2,"Not A Great Product
I purchased this from a store so at least I saved the shipping. I am disappointed with the design.  The reviews I have read to not address a couple of my peeves.<br /><br />#1.  The band across the top stops you from being able to slide your foot back and forth because constantly hit the top of your foot on the band which is actually quite painful.<br /><br />#2  The stone at the back is not convenient to use because you cannot rub the heel of your foot on it in the right place because your toes are underneath the band at the front so that you are only able to rub the bottom of your heel and not the sides or back.<br /><br />#3  Yes, the bristles are not strong or dense enough and you use a ton of soap to work up a lather.  Very wasteful."
5,"Get it!
If your looking for something similar to the dry bar brush crush. Then this is it for a very good price! Works good heats up amazingly . Worth purchasing"
1,"Not suggested
This product is difficult to use and does not do as it states."
3,"Too long!!!
They are humongous!!!! I would absolutely not wear these because they are just way too drag. I was looking for something slightly dramatic, but these are a firm NO for me. Not at all what I expected. Good quality though!"
2,"Beautiful but…….
[[VIDEOID:2f0d162cd16a47c3105062c11e6f4a75]] I think they very beautiful but didn’t last me two weeks. Too pretty to throw away😢"
2,"Not worth it
Does not blend or apply well.  I found that using required more time rather than less."
2,"Not worth it
These do not stay in place. They are constantly sliding down my face. Used one, threw the rest away. Waste of money."
4,"Great value
Not only a great value but also a nice set all together. I only gave 4 stars because the case doesn't close real well"
5,"Great!
Great product!"
3,"Good lipgloss
The gloss is good ."
1,"Product was not sealed properly and Expiry Date was not marked on product.
I received the product today, it takes about a week to get the product which is wonderful.  The only compliant is the top was not sealed properly, I wonder if this is counterfeit or second handed.  If anyone is having the same experience, please leave a comment here as well.<br /><br />Another issue is that the expiry date was not marked on the product, but only on a printed label.  I am having doubt if the product has been expired or not."
1,"Dollar Store material
Not even worth it."
2,"It doesn’t stay open
It doesn’t stay open no matter what. As soon as it slightly touches the hair it collapses back and it becomes unusable."
3,"Crusty paint instead of woven pattern into material.
The pattern is painted on the fabric and has a crusty feel.<br />They do fit nicely over N95 and other masks to give the Covid-19 style some pizzazz."
2,"Colors in picture not the same as in package
The colors I received were not the same as the colors listed in the listing. Very disappointed that my favorites in the set didn’t actually arrive in the set. I did receive 10, but not the colors listed."
5,"Great Product
I really like the Tea Tree Lemon Sage Thickening Shampoo and Conditioner.  I use it for my children's hair to help keep lice away from them since I've read articles that say Tea Tree Oils can help keep lice away.  It smells great, easy to use and the children's hair looks healthy after every use"
1,"Stopped working
Not sure what happened with mine, it was working just fine then suddenly it stopped working :/"
1,"Incomplete box set
I love beauty blenders. Their cleanser is also excellent. Unfortunately, I was sent a package that only had 1 out of 4 items described."
5,"Nice improvement
This is a nice improvement to the Sonicare line of brushes. It appears to be their response to the Oral-B Floss Action line of brushes that have a ""paddle"" to help get between teeth. This accomplishes that goal with an plastic insert in the middle that helps direct the toothpaste between your teeth.<br /><br />I use both the Sonicare (Healthy White) and the Oral B 5000. Both have their pluses and minuses, so switching between the two gives me the best of both worlds.<br /><br />The Oral-B arrangement of paddles does a better job in getting at the gum line without discomfort. The Sonicare Hydroclean's bristles are stiffer and I find that they irritate my gums when used several times in a row.<br /><br />But, the Sonicare does a better job in cleaning stains between teeth. I'm a tea drinker and getting the stains out between my front teeth has always been a chore. The Hydroclean works very well - noticeable improvement over the Sonicare ProResults and the Oral-B.<br /><br />These only come in the standard size. The ProResults has a smaller version that is great for getting at the tight spots. But, I assume that a smaller version of this would not function well since the plastic insert would have to be very small.<br /><br />If you're a ProResults user these are well worth trying out. If you have tender gums you may want to alternate between the HydroClean and the ProResults (or, as I do, with the Oral-B. The Oral-B also makes a super soft brush if you have very sensitive gums. Hard to find, but works very well).<br /><br />Keep in mind that nothing takes the place of flossing. No matter what you use, you still need to break out the floss to keep your teeth healthy!"
1,"Awful
Was not the  Colour it shows In picture Very very light Will not order from this place again Receive another pair That was awful I don't like saying anything bad But save your money"
1,"That was the only great part. Upon Opening it smelled like so many ...
The product came very fast! That was the only great part. Upon Opening it smelled like so many chemicals. I wish I had done more research. I cant find any studies on the product and why the smell is so strong. The only thing I could find was their instagram page where they get positive reviews in exchange for free product. Not sure if these reviews are truthful. Its comparable to some cheaper product made in China. I am 62 years old and this did nothing for my face. It actually left my skin dehydrated, ashy, and with itchy patches. I am very disappointed."
4,"Smells like fake lemons.... :(
Love the scrubby on the pad.. wish it smelled more like real lemon though.."
4,"Sexier
I'm not really sure of the science behind gay pheromones but psychologically it does make me feel sexier."
3,"super cute
The COSYOO Boho headbands set comes with 12 cute hair band. It has different colors and different patterns. The fabric textures are also different. They fits in different occassions. I really like some of the designs. But the size seems runs small. I feel my head is regular size. But it is tight after few houes wearing it. Also I do not understand why there are 2 buttons there which seems does not make it prettier. I hope it can be bigger so I can wear it. Now it belongs to my daughter and she loves it."
4,"My first headband wig
I love this wig! It’s super convenient, especially when I don’t feel like dealing with my real hair. Also, it’s so easy to put on. I love the 3 headbands that came with it. The only thing I wish is that I order maybe an 18 inch or longer."
4,"Very pretty and worked well for a flower girl in a ...
Very pretty and worked well for a flower girl in a wedding.  Ribbon came unglued on one side before the wedding, so had to glue back on quickly."
3,"Not great for long thick hair
I initially purchased this because it was silicone and because it is collapsible. It’s lightweight and it doesn’t take up a lot of room like some other diffusers do. The only thing I don’t like is that it collapses when I’m using it on myself. So I constantly have to pop it back open. I have long thick wavy hair so maybe if your hair is on the less dense side it won’t happen but it happens every time I use it and it’s pretty annoying."
3,"Three Stars
Keeps your hair clean and lite, but that’s about it."
4,"H
The edge scarf mad wide"
4,"It's good but try this...
I love the derma-nu brand, and as I make my way through their collection, this was my latest try of a cream to use after I apply one if their serums. It's a bit watery and the scent is just ok, but it doesn't make me break out which is a big deal with my skin. I would recommend the anti age cream over this one though."
1,"I send it back
I send it back wasn't the one I thought it was"
1,"Don’t buy
Crap! I would give negative stars if I could."
1,"it sucks!
glitter stays on my lips for days!  it's more of a mortician green.  rough with no emollients.  I tried it three times and I just won't anymore. it truly does suck."
5,"Beautiful Container
Loved this hand soap. The container is nice to look at too. Will order more as it will make a nice gift."
2,"false advertisement
it looks nothing like the picture. I wore the hair but did not like it, i got a few compliments but because it was not what i was expecting it did not matter."
1,"this SUCKS
this item is a total rip off -- I could not even give it a ZERO because of your system --it really does not spray well and has a awful smell ---- but the really slap in the face is that your CAN NOT RETURN it -- Shame on you Amazon -- that should be posted on this item --<br />this really sucks --- in the GARBAGE it goes and people do NOT BUY"
2,"Not the best.
This hair is not 100% human hair. I bleached the hair and only half of the strands actually got lighter 😕."
5,"Nice and compact
I ordered the beginner jaw exerciser and i am happy i did, actually its more exercise than  I imagined. I bought for my wife and I and  fits both our mouths perfectly. Easy to use, easy to clean and small  enough i can put in my pocket and use anywhere. Highly recommended"
1,"TERRIBLE PRODUCT
Absolutely TERRIBLE!!!!  NO INSTRUCTIONS ON HOW TO USE.  I TRIED THIS WAY AND THAT WAY TO NO AVAIL.  NEVER WILL I PURCHASE ANYTHING MADE IN GERMANY-THEY CAN KEEP THEIR STUFF."
4,"Learning curve
The product is a little soft and chips easily, but it is super easy to use, and looks great. There is definate learning curve so don't expect it to be perfect immediately."
4,"Works but..
I like this serum and I have noticed lighting of the dark spots under my eyes but the formula has a weird smell when applying. It goes away once it dries but I’m sensitive to smells with beauty products and it’s just a turn off for me. Other than that I like it."
3,"Nice color
Nice haven’t used it"
4,"Four Stars
Fit great, durable and way better than anything sold in stores on my natural hair."
5,"Smells heavenly!
Jasmine smells like absolute nirvana! I'm happy with my purchase. I dab it on my wrist and the scent stays true, I can barely take my nose away it smells so lovely. I plan to use to fragrance unscented lotion. The mixtures of oil are very skin and hair friendly. Very nice jasmine oil."
1,"This product does not work
A waste of money"
5,"Keeps My Bathroom Orderly
It is very good for easy retrieval of items I use daily."
5,"Great Fit
I used this product for a teen’s hair and they loved it"
2,"Does not dry down nor does it keep a ""fresh"" ...
Does not dry down nor does it keep a &#34;fresh&#34; smell throughout the day. I constantly have to wipe off my deodorant on my purse and shirts."
1,"Do more research on magnetic eye lashes first
I should’ve looked more into the product before buying. It doesn’t come with the mascara to make it stick. Actually, the directions doesn’t even say apply mascara. It just says place lashes on the eyes . Yikes 😳"
1,"The sample I got from salon was a very light ...
The sample I got from salon was a very light green color. My order from Amazon is a green mud color. I’m returning it."
1,"It doesn’t do what it shows in the videos.
Unless I have amazing skin…which I don’t. It did not bring debris to the surface of my skin as it did in the videos. The product isn’t worth it."
3,"They are good for the price
[[VIDEOID:b6212828956b1173ff2f772cd33a2acc]] They are nice. I have yet to try them on yet tho. They are frizzy and look like they have a lot of split ends all over the hair. I usually buy my hair extensions from Sally’s for $160 so these for $70 I think is fine. I’ve been wearing extensions for the past 6 years but lately have been taking a break to leave my hair be. I got these for my birthday so I hope they look good and work out well. The second pic is of my natural hair. I choose the Carmel color as I have natural blonde hair that has gotten darker over the years. This is the color in the extensions I get with Sally’s too."
5,"LOVE!
makes my face feel clean and soft! Has a nice smell to it, not over overpowering."
1,"Horrible...returning at Sephora tomorrow
Horrible product!!! Put it in at mdbught and yes I used the recommended 2-1 base coat and I can bet a $100!i didn't sleepwalk and did some heavy construction and 1/2 peeled off...couldn't really type or handle paper at work cause it would chip off...so embarrassing and too bad I didn't have time to run to the store for nail polish"
5,"Nice size for cat to chew
My cat loves them"
1,"Rip off
A majority of the nail polishes were dried out and half empty, I'm very disappointed this was a gift"
2,"Don’t waste your money
Don’t waste your money"
5,"Five Stars
perfect. thanks."
5,"Good deal
These work great, no hair pull"
4,"Nice
Fits well"
3,"Its been okay I guess?
This was my first safety razor, used it for 1.5 years until the threads were worn out and it wouldnt screw on, which is fine for a razor of this quality after how long i used it. The problem from the beginning though was that the blade wasnt aligned properly, one edge would stick out farther than the other, i noticed that the edge that was farther would give me cuts so i generally would mostly use the shorter side, after every shave i would usually have at least one cut, i thought it was bad form or the blades i was using, didnt realize how big of an impact the handle had until i bought a new one (bought the feather popular, made with cheaper materials but its made much more accuratley)"
2,"Two Stars
Was not a fan. Did not work well."
1,"Wrong description. Can't return.
I'm looking for a specific size of blade, and thought I'd found it when this was advertised as 1x1 inches.<br />Not true. The blade is closer to 2x1 inches. Amazon won't let me return it, either. Guess I'm just stuck with this (wrong) item."
2,"Time consuming and ineffective
Takes an ungodly amount of time and still doesn't remove all the hair, nice included tool though"
4,"Great brush for beginners
Great for beginners bc it holds monomers quite well."
1,"Dry dry dry
This is definitely not for my hair. I have fine straight hair and it dries it out really bad making it very difficult to brush. I like nothing about this shampoo and conditioner. What’s the phrase if I could give it a zero I would but I can’t so I gave it a 1."
3,"Great for hand soap
The consistency is that of hand soap. It's a bit jelly-like. Smell isn't great. I am disappointed. it's now a refill bottle for hand soap!"
4,"you get what you pay for
discs are smaller than expected. also it uses triple A batteries, who has those anymore.  in any case good for the price"
2,"Do not like!!
Did not like the smell and I know Michelle Obama does not wear this and I have never met her!  The smell is faint and unappealing"
5,"I love how much less of my hair was being pulled out. easy
I have rather thick long hair. I am also a pain patient so my head is usually rubbed on pillows or my headboard.  Hard to get out, painful to get out. UNTIL I bought this. I saw it on my fav influencers post and thought let me try this."
3,"MEH!
Nothing at all different or special about this product.  I'll stick with Obagi Luxe."
1,"Disappointed
I have been doing twist for years and this is by far the worst Marley hair I've encountered. I picked this hair because my normal hair is no longer sold here and Amazon recommended this one. The reviews even looked promising but I'm so disappointed that I wasted so much money on hair that I won't be able to use. It's not as dense as most Marley hair so you need more than normal and the way it's made makes it hard to stay at your roots unless you use larger part sizes. For it to cost this much and not be a genuine Marley hair is unbelievable."
4,"Works great
This cleanser works great. It starts off kind of like shaving gel and then like shaving gel you can form a foam by rubbing it on your face. Leaves my face feeling very clean but doesn't dry my skin out which is a bonus! Definitely recommend this stuff!"
